,index,Movie,P_Genre,S_Genre,T_Genre,Cluster_Id
1436,1453,minions: the rise of gru,12,11,10,7
1437,1454,sing 2,12,11,10,7
1438,1455,barbie,9,10,13,100
1439,1456,the bob's burgers movie,12,11,10,7
1440,1457,the bad guys,12,11,10,7
1441,1458,ghostbusters: afterlife,9,10,13,100
1442,1459,interstellar,9,6,15,121
1443,1460,harry potter and the sorcerer's stone,9,9,13,50
1444,1461,luck,12,11,10,7
1445,1462,minions,12,11,10,7
1446,1463,the goonies,9,10,9,31
1447,1464,back to the future,9,10,15,67
1448,1465,despicable me,12,11,10,7
1449,1466,deliverance,9,6,4,82
1450,1467,chip 'n dale: rescue rangers,12,11,10,7
1451,1468,inglourious basterds,9,6,12,143
1452,1469,turning red,12,11,10,7
1453,1470,the grand budapest hotel,9,10,5,47
1454,1471,777 charlie,9,10,7,16
1455,1472,thelma &amp; louise,9,5,7,21
1456,1473,fantastic beasts: the crimes of grindelwald,9,9,13,50
1457,1474,the princess bride,9,9,13,50
1458,1475,moana,12,11,10,7
1459,1476,the blue lagoon,9,6,0,113
1460,1477,the parent trap,9,10,7,16
1461,1478,prometheus,9,3,15,96
1462,1479,the lion king,12,11,7,1
1463,1480,scooby-doo,9,10,9,31
1464,1481,the railway children return,9,6,9,38
1465,1482,idiocracy,9,10,15,67
1466,1483,ad astra,9,6,3,172
1467,1484,sen to chihiro no kamikakushi,12,11,9,59
1468,1485,cruella,9,10,5,47
1469,1486,the little mermaid,9,9,13,50
1470,1487,cars,12,11,10,7
1471,1488,harry potter and the goblet of fire,9,9,13,50
1472,1489,despicable me 3,12,11,10,7
1473,1490,fantastic beasts and where to find them,9,9,13,50
1474,1491,the green knight,9,6,13,10
1475,1492,toy story,12,11,10,7
1476,1493,aladdin,9,10,9,31
1477,1494,ratatouille,12,11,10,7
1478,1495,the neverending story,9,6,9,38
1479,1496,the martian,9,6,15,121
1480,1497,despicable me 2,12,11,10,7
1481,1498,zootopia,12,11,10,7
1482,1499,harry potter and the deathly hallows: part 1,9,9,13,50
1483,1500,legend,9,12,0,14
1484,1501,harry potter and the chamber of secrets,9,9,13,50
1485,1502,harry potter and the deathly hallows: part 2,9,12,3,72
1486,1503,charlie and the chocolate factory,9,10,9,31
1487,1504,luca,12,11,10,7
1488,1505,beauty and the beast,9,9,13,50
1489,1506,into the wild,9,16,7,99
1490,1507,chef,9,10,7,16
1491,1508,disenchanted,12,11,10,7
1492,1509,the wizard of oz,9,9,13,50
1493,1510,frozen,12,11,10,7
1494,1511,the twilight saga: breaking dawn - part 2,9,6,13,10
1495,1512,harry potter and the prisoner of azkaban,9,9,13,50
1496,1513,e.t. the extra-terrestrial,9,9,15,154
1497,1514,green lantern: beware my power,12,11,15,24
1498,1515,finding nemo,12,11,10,7
1499,1516,hauru no ugoku shiro,12,11,9,59
1500,1517,almost famous,9,10,7,16
1501,1518,without a paddle,9,10,3,83
1502,1519,"the chronicles of narnia: the lion, the witch and the wardrobe",9,9,13,50
1503,1520,hunt for the wilderpeople,9,10,7,16
1504,1521,"monsters, inc.",12,11,10,7
1505,1522,jumanji,9,10,9,31
1506,1523,back to the future part ii,9,10,15,67
1507,1524,shrek,12,11,10,7
1508,1525,only angels have wings,9,6,0,113
1509,1526,inside out,12,11,10,7
1510,1528,untitled super mario project,12,11,10,7
1511,1529,coco,12,11,10,7
1512,1530,toy story 4,12,11,10,7
1513,1531,soul,12,11,10,7
1514,1532,wonka,9,10,9,31
1515,1533,lo imposible,9,6,14,117
1516,1534,paddington 2,9,10,9,31
1517,1535,pinocchio,9,10,7,16
1518,1536,wall·e,12,11,9,59
1519,1537,mononoke-hime,12,11,13,55
1520,1538,up,12,11,10,7
1521,1539,hook,9,10,9,31
1522,1540,cold mountain,9,6,14,117
1523,1541,tangled,12,11,10,7
1524,1542,labyrinth,9,9,13,50
1525,1543,cast away,9,6,0,113
1526,1544,alice in wonderland,9,9,13,50
1527,1545,the mitchells vs the machines,12,11,10,7
1528,1546,big fish,9,6,13,10
1529,1547,spaceballs,9,10,15,67
1530,1548,elf,9,10,9,31
1531,1549,the peanut butter falcon,9,10,7,16
1532,1550,galaxy quest,9,10,15,67
1533,1551,fear and loathing in las vegas,9,10,7,16
1534,1552,madagascar,12,11,10,7
1535,1553,cinderella,9,6,9,38
1536,1554,rebel moon,9,6,13,10
1537,1557,stardust,9,9,13,50
1538,1558,a bug's life,12,11,10,7
1539,1559,toy story 3,12,11,10,7
1540,1560,vesper,9,6,15,121
1541,1561,robin hood: men in tights,9,10,6,16
1542,1562,disney's snow white,9,6,9,38
1543,1563,dogma,9,10,7,16
1544,1564,adventures in babysitting,9,10,5,47
1545,1565,the beach,9,6,0,113
1546,1566,percy jackson &amp; the olympians: the lightning thief,9,9,13,50
1547,1569,life of pi,9,6,13,10
1548,1570,the secret life of walter mitty,9,10,7,16
1549,1571,blood diamond,9,6,4,82
1550,1572,clifford the big red dog,12,11,10,7
1551,1573,apollo 13,9,6,14,117
1552,1574,sausage party,12,11,10,7
1553,1575,finch,9,6,15,121
1554,1576,holes,9,10,7,16
1555,1577,miss peregrine's home for peculiar children,9,6,9,38
1556,1578,who framed roger rabbit,12,11,10,7
1557,1579,the emperor's new groove,12,11,10,7
1558,1580,frozen ii,12,11,10,7
1559,1581,rv,9,10,9,31
1560,1582,bill &amp; ted face the music,9,10,2,83
1561,1583,into the woods,9,10,7,16
1562,1584,toy story 2,12,11,10,7
1563,1585,wreck-it ralph,12,11,10,7
1564,1586,tarzan,12,11,10,7
1565,1587,ice age,12,11,10,7
1566,1588,night at the museum,9,10,9,31
1567,1589,the great escape,9,6,14,117
1568,1590,enchanted,12,11,10,7
1569,1591,ryû to sobakasu no hime,12,11,7,1
1570,1592,monty python and the holy grail,9,10,13,100
1571,1593,maleficent,9,9,13,50
1572,1594,fantastic mr. fox,12,11,10,7
1573,1595,lawrence of arabia,9,16,7,99
1574,1596,robots,12,11,10,7
1575,1597,space jam: a new legacy,12,11,10,7
1576,1598,dances with wolves,9,6,8,137
1577,1599,"o brother, where art thou?",9,10,5,47
1578,1600,paddington,9,10,9,31
1579,1601,brave,12,11,10,7
1580,1602,the princess and the frog,12,11,10,7
1581,1603,peter pan,9,9,13,50
1582,1604,the jungle book,9,6,9,38
1583,1605,bill &amp; ted's excellent adventure,9,10,2,83
1584,1606,shrek 2,12,11,10,7
1585,1607,puss in boots: the last wish,12,11,10,7
1586,1608,treasure planet,12,11,9,59
1587,1609,tom &amp; jerry,12,11,10,7
1588,1610,against the ice,9,6,14,117
1589,1611,the call of the wild,9,6,9,38
1590,1612,the twilight saga: new moon,9,6,13,10
1591,1613,australia,9,6,0,113
1592,1614,dolittle,9,10,9,31
1593,1615,hopper et le hamster des ténèbres,12,11,10,7
1594,1616,cars 3,12,11,10,7
1595,1617,the lost city of z,9,16,7,99
1596,1618,barbarella,9,10,13,100
1597,1619,cloudy with a chance of meatballs,12,11,10,7
1598,1620,the twilight saga: breaking dawn - part 1,9,6,13,10
1599,1621,oz the great and powerful,9,9,13,50
1600,1622,weekend at bernie's,9,10,5,47
1601,1623,"honey, i shrunk the kids",9,10,9,31
1602,1624,jeremiah johnson,9,6,8,137
1603,1625,ferdinand,12,11,10,7
1604,1626,cars 2,12,11,10,7
1605,1627,explorers,9,10,9,31
1606,1628,finding dory,12,11,10,7
1607,1629,the secret life of pets,12,11,10,7
1608,1630,the abyss,9,6,3,172
1609,1631,excalibur,9,6,13,10
1610,1632,the nightingale,9,6,4,82
1611,1633,homeward bound: the incredible journey,9,10,7,16
1612,1634,cheaper by the dozen,9,10,9,31
1613,1635,the ten commandments,9,6,9,38
1614,1636,the hitchhiker's guide to the galaxy,9,10,15,67
1615,1637,ralph breaks the internet,12,11,10,7
1616,1638,back to the future part iii,9,10,15,67
1617,1639,super mario bros.,9,10,9,31
1618,1640,hugo,9,6,9,38
1619,1641,the bridge on the river kwai,9,6,12,143
1620,1642,onward,12,11,10,7
1621,1643,paw patrol: the movie,12,11,10,7
1622,1644,epic movie,9,10,13,100
1623,1645,home alone 2: lost in new york,9,10,5,47
1624,1646,rio,12,11,10,7
1625,1647,barry lyndon,9,6,12,143
1626,1648,isle of dogs,12,11,10,7
1627,1649,"lyle, lyle, crocodile",12,11,10,7
1628,1650,the croods: a new age,12,11,10,7
1629,1651,the prince of egypt,12,11,7,1
1630,1652,the fall,9,6,13,10
1631,1653,la montaña sagrada,9,6,13,10
1632,1654,paul,9,10,15,67
1633,1655,home,12,11,10,7
1634,1656,anastasia,12,11,7,1
1635,1657,alvin and the chipmunks,12,11,10,7
1636,1659,monsters university,12,11,10,7
1637,1660,bolt,12,11,10,7
1638,1661,bee movie,12,11,10,7
1639,1662,the big sky,9,6,8,137
1640,1663,ron's gone wrong,12,11,10,7
1641,1664,elemental,12,11,10,7
1642,1665,pocahontas,12,11,7,1
1643,1666,maleficent: mistress of evil,9,9,13,50
1644,1667,back to the outback,12,11,10,7
1645,1668,space jam,12,11,10,7
1646,1669,night at the museum: secret of the tomb,9,10,9,31
1647,1670,papillon,9,16,5,101
1648,1671,voyagers,9,14,4,147
1649,1672,vivo,12,11,10,7
1650,1673,american honey,9,6,0,113
1651,1674,the sand pebbles,9,6,0,113
1652,1675,seven years in tibet,9,16,7,99
1653,1676,popeye,9,10,9,31
1654,1677,mary poppins returns,9,10,9,31
1655,1678,spartacus,9,16,7,99
1656,1679,wild,9,16,7,99
1657,1680,the boss baby: family business,12,11,10,7
1658,1681,trolls world tour,12,11,10,7
1659,1682,hector and the search for happiness,9,10,7,16
1660,1683,far and away,9,6,0,113
1661,1684,a series of unfortunate events,9,10,9,31
1662,1685,meet the robinsons,12,11,10,7
1663,1686,happy feet,12,11,10,7
1664,1687,fireheart,12,11,10,7
1665,1688,the happening,9,14,4,147
1666,1689,the cat in the hat,9,10,9,31
1667,1690,your highness,9,10,13,100
1668,1691,percy jackson: sea of monsters,9,9,13,50
1669,1692,the golden compass,9,9,13,50
1670,1693,dead man,9,6,13,10
1671,1694,the boss baby,12,11,10,7
1672,1695,eddie the eagle,9,16,10,119
1673,1696,the day the earth stood still,9,6,15,121
1674,1697,the bucket list,9,10,7,16
1675,1698,shark tale,12,11,10,7
1676,1699,trolls,12,11,10,7
1677,1700,star trek: the motion picture,9,3,15,96
1678,1701,time bandits,9,10,13,100
1679,1702,snow white and the seven dwarfs,12,11,9,59
1680,1703,christopher robin,9,10,7,16
1681,1704,the midnight sky,9,6,15,121
1682,1705,free willy,9,6,9,38
1683,1706,dinosaur,12,11,7,1
1684,1707,speed racer,4,11,10,12
1685,1708,the 5th wave,4,11,15,13
1686,1709,the chronicles of narnia: the voyage of the dawn treader,9,9,13,50
1687,1710,django/zorro,9,6,8,137
1688,1711,the road to el dorado,12,11,10,7
1689,1712,wish dragon,12,11,10,7
1690,1713,around the world in 80 days,9,10,9,31
1691,1714,lara croft tomb raider: the cradle of life,4,11,13,4
1692,1715,the searchers,9,6,8,137
1693,1716,the adventures of tintin,12,4,11,3
1694,1717,r.i.p.d.,4,11,10,12
1695,1718,rambo iii,4,11,4,30
1696,1719,pushpa: the rise - part 1,4,11,5,105
1697,1720,beavis and butt-head do america,12,11,10,7
1698,1721,the edge,4,11,7,27
1699,1722,the lorax,12,11,10,7
1700,1723,i am number four,4,11,15,13
1701,1724,land of the lost,4,11,10,12
1702,1725,the misfits,9,10,4,47
1703,1726,shrek the third,12,11,10,7
1704,1727,the book of life,12,11,10,7
1705,1728,4: rise of the silver surfer,4,11,13,4
1706,1729,chicken little,12,11,10,7
1707,1730,shrek forever after,12,11,10,7
1708,1731,gemini man,4,11,15,13
1709,1732,the rundown,4,11,10,12
1710,1733,the darjeeling limited,9,10,7,16
1711,1734,heavy metal,12,11,13,55
1712,1735,pee-wee's big adventure,9,10,9,31
1713,1736,act of valor,4,11,4,30
1714,1737,the mexican,9,10,5,47
1715,1738,chitty chitty bang bang,9,9,13,50
1716,1739,beowulf,12,4,11,3
1717,1740,the mosquito coast,9,6,4,82
1718,1742,101 dalmatians,9,10,5,47
1719,1743,the sorcerer's apprentice,4,11,9,116
1720,1744,majo no takkyûbin,12,11,9,59
1721,1745,gake no ue no ponyo,12,11,10,7
1722,1746,apollo 10 1/2: a space age adventure,12,11,7,1
1723,1747,shamshera,4,11,7,27
1724,1748,the pink panther,9,10,5,47
1725,1749,true grit,9,6,8,137
1726,1750,the 13th warrior,4,11,14,13
1727,1751,mortdecai,4,11,10,12
1728,1752,the aristocats,12,11,10,7
1729,1753,rise of the guardians,12,4,11,3
1730,1754,the missing,9,8,8,165
1731,1755,spy kids 3: game over,4,11,10,12
1732,1756,night at the museum: battle of the smithsonian,9,10,9,31
1733,1757,injustice,12,4,11,3
1734,1758,the emoji movie,12,11,10,7
1735,1759,alice through the looking glass,9,9,13,50
1736,1760,the croods,12,11,10,7
1737,1761,johnny english,4,11,10,12
1738,1762,the ice age adventures of buck wild,12,11,10,7
1739,1763,thumbelina,12,11,9,59
1740,1764,a goofy movie,12,11,10,7
1741,1765,the beastmaster,4,11,13,4
1742,1766,the scorpion king,4,11,13,4
1743,1767,lost in space,4,11,9,116
1744,1768,the dark crystal,9,9,13,50
1745,1769,the spiderwick chronicles,4,11,7,27
1746,1770,stowaway,9,14,4,147
1747,1771,the host,4,11,7,27
1748,1772,ladyhawke,9,10,7,16
1749,1773,heaven's gate,9,6,8,137
1750,1774,joe dirt,9,10,7,16
1751,1775,tenacious d in the pick of destiny,9,10,2,83
1752,1776,the secret of nimh,12,11,7,1
1753,1777,the promise,4,11,7,27
1754,1778,the guns of navarone,4,11,7,27
1755,1779,starcrash,4,11,15,13
1756,1781,tayna pechati drakona,4,11,9,116
1757,1782,chicken run,12,11,10,7
1758,1783,return to the blue lagoon,9,6,0,113
1759,1784,the good dinosaur,12,11,10,7
1760,1785,johnny english reborn,4,11,10,12
1761,1786,a monster calls,9,6,9,38
1762,1787,the last witch hunter,4,11,13,4
1763,1788,mat kilau,4,11,7,27
1764,1789,untitled star trek sequel,4,11,3,122
1765,1790,jack the giant slayer,4,11,13,4
1766,1791,sonic the hedgehog 3,12,4,11,3
1767,1792,the right stuff,9,16,7,99
1768,1793,eragon,4,11,9,116
1769,1794,the spongebob squarepants movie,12,11,10,7
1770,1795,the land before time,12,11,7,1
1771,1796,the angry birds movie 2,12,4,11,3
1772,1797,baby's day out,9,10,5,47
1773,1798,over the hedge,12,11,10,7
1774,1799,the ghost and the darkness,9,6,4,82
1775,1800,grind,9,10,1,186
1776,1801,flight of the navigator,9,10,9,31
1777,1802,bubble boy,9,10,0,186
1778,1803,the secret life of pets 2,12,11,10,7
1779,1804,the lost world,9,12,15,169
1780,1806,the way back,9,6,14,117
1781,1807,after earth,4,11,15,13
1782,1808,mickey7,9,6,15,121
1783,1809,the imaginarium of doctor parnassus,9,10,13,100
1784,1810,the great race,4,11,10,12
1785,1811,stuart little,9,10,9,31
1786,1813,the poseidon adventure,4,11,7,27
1787,1814,mowgli,9,6,13,10
1788,1815,zathura: a space adventure,4,11,10,12
1789,1816,bedtime stories,9,10,9,31
1790,1817,klaus,12,11,10,7
1791,1818,the deep,9,3,4,89
1792,1819,vertical limit,4,11,7,27
1793,1820,wizards,12,11,13,55
1794,1821,zoolander 2,4,11,10,12
1795,1822,nerve,4,11,5,105
1796,1823,pompeii,4,11,7,27
1797,1824,the bfg,9,9,13,50
1798,1825,monsters vs. aliens,12,4,11,3
1799,1826,all dogs go to heaven,12,11,10,7
1800,1827,madagascar 3: europe's most wanted,12,11,10,7
1801,1828,ice age: continental drift,12,11,10,7
1802,1829,hardcore henry,4,11,15,13
1803,1830,madagascar: escape 2 africa,12,11,10,7
1804,1831,ferngully: the last rainforest,12,11,9,59
1805,1832,despicable me 4,12,11,10,7
1806,1834,charlie's angels: full throttle,4,11,10,12
1807,1835,one hundred and one dalmatians,12,11,10,7
1808,1836,nebraska,9,10,7,16
1809,1837,bubble,12,4,11,3
1810,1838,the smurfs,12,11,10,7
1811,1839,interstate 60: episodes of the road,9,10,7,16
1812,1840,red one,4,11,10,12
1813,1841,national treasure 3,4,11,9,116
1814,1842,valhalla rising,4,11,7,27
1815,1843,the sharkfighters,9,6,12,143
1816,1844,star trek: first contact,4,11,7,27
1817,1845,cheaper by the dozen 2,9,10,9,31
1818,1846,ying xiong,4,11,7,27
1819,1847,2010: the year we make contact,9,3,15,96
1820,1848,kelly's heroes,9,10,12,100
1821,1849,the postman,4,11,7,27
1822,1850,watership down,12,11,7,1
1823,1851,lord of the flies,9,6,4,82
1824,1852,jason and the argonauts,4,11,9,116
1825,1853,the simpsons movie,12,11,10,7
1826,1854,rescue dawn,9,16,12,168
1827,1855,kaze no tani no naushika,12,11,15,24
1828,1856,star trek vi: the undiscovered country,4,11,15,13
1829,1857,hannibal rising,9,5,7,21
1830,1858,the spy who dumped me,4,11,10,12
1831,1859,ice age: collision course,12,11,10,7
1832,1860,rio 2,12,11,10,7
1833,1861,james and the giant peach,12,11,9,59
1834,1862,finding 'ohana,4,11,10,12
1835,1863,rise of the teenage mutant ninja turtles,12,4,11,3
1836,1864,max steel,4,11,13,4
1837,1865,brother bear,12,11,10,7
1838,1866,superman iii,4,11,10,12
1839,1867,pathfinder,4,11,7,27
1840,1868,sleeping beauty,12,11,9,59
1841,1869,the grey,4,11,7,27
1842,1870,horton hears a who!,12,11,10,7
1843,1872,doragon bôru chô: burorî,12,4,11,3
1844,1873,scoob!,12,11,10,7
1845,1874,epic,12,4,11,3
1846,1875,war horse,4,11,7,27
1847,1876,the witcher: nightmare of the wolf,12,4,11,3
1848,1877,the river wild,9,5,4,82
1849,1878,horizon line,4,11,7,27
1850,1879,timeline,4,11,15,13
1851,1880,teenage mutant ninja turtles ii: the secret of the ooze,4,11,10,12
1852,1881,da 5 bloods,9,6,12,143
1853,1882,battlefield earth,4,11,15,13
1854,1883,bean,9,10,9,31
1855,1884,extremely loud &amp; incredibly close,9,6,3,172
1856,1885,the lego movie 2: the second part,12,4,11,3
1857,1886,battle: los angeles,4,11,15,13
1858,1887,artemis fowl,9,9,13,50
1859,1888,the mission,9,6,14,117
1860,1889,the adventures of buckaroo banzai across the 8th dimension,9,10,15,67
1861,1890,the lord of the rings,12,11,13,55
1862,1891,posledniy bogatyr,4,11,10,12
1863,1892,seventh son,4,11,13,4
1864,1893,space cowboys,4,11,4,30
1865,1894,flushed away,12,4,11,3
1866,1895,penguins of madagascar,12,11,10,7
1867,1896,major payne,9,10,9,31
1868,1897,dungeons &amp; dragons,4,11,13,4
1869,1898,six days seven nights,4,11,10,12
1870,1899,the muppets,9,10,9,31
1871,1900,executive decision,4,11,4,30
1872,1901,hustle,8,6,1,170
1873,1902,the wolf of wall street,2,10,5,97
1874,1903,coda,8,6,2,71
1875,1904,"hello, goodbye and everything in between",8,6,0,52
1876,1905,father of the bride,8,6,0,52
1877,1906,jerry &amp; marge go large,2,10,7,53
1878,1907,licorice pizza,8,6,0,52
1879,1908,marcel the shell with shoes on,12,10,9,45
1880,1909,verdens verste menneske,8,6,0,52
1881,1910,don't look up,8,6,15,146
1882,1911,encanto,12,10,9,45
1883,1912,gisaengchung,8,6,4,194
1884,1913,jojo rabbit,8,6,12,60
1885,1914,knives out,8,5,7,78
1886,1915,barefoot,8,6,0,52
1887,1916,jug jugg jeeyo,8,6,9,91
1888,1917,marry me,8,2,0,25
1889,1918,the sandlot,8,6,9,91
1890,1919,vengeance,8,3,4,89
1891,1920,the girl next door,8,6,0,52
1892,1921,the french dispatch,8,6,0,52
1893,1922,the phantom of the open,8,6,1,170
1894,1923,love &amp; gelato,8,6,0,52
1895,1924,alice's restaurant,8,6,2,71
1896,1925,mr. malcolm's list,8,6,0,52
1897,1926,sing,12,10,9,45
1898,1927,the big short,2,10,7,53
1899,1928,10 things i hate about you,8,6,0,52
1900,1929,the terminal,8,6,0,52
1901,1930,hustlers,8,5,7,78
1902,1931,crazy rich asians,8,6,0,52
1903,1932,a league of their own,8,6,1,170
1904,1933,roald dahl's matilda the musical,8,6,9,91
1905,1934,love actually,8,6,0,52
1906,1935,clue,8,5,3,23
1907,1936,nude tuesday,8,6,0,52
1908,1937,about time,8,6,13,60
1909,1938,emma.,8,6,0,52
1910,1939,la la land,8,6,2,71
1911,1940,victor/victoria,8,2,0,25
1912,1941,steel magnolias,8,6,0,52
1913,1942,pitch perfect,8,2,0,25
1914,1943,grease,8,7,0,8
1915,1944,green book,2,10,7,53
1916,1945,vice,2,10,7,53
1917,1946,jerry maguire,8,6,0,52
1918,1947,he's just not that into you,8,6,0,52
1919,1948,a simple favor,8,5,3,23
1920,1949,matilda,8,9,13,18
1921,1950,war dogs,2,10,5,97
1922,1951,secretary,8,6,0,52
1923,1952,"crazy, stupid, love.",8,6,0,52
1924,1953,vicky cristina barcelona,8,6,0,52
1925,1954,diary of a wimpy kid,8,6,9,91
1926,1955,the longest yard,8,5,7,78
1927,1956,la vita è bella,8,6,0,52
1928,1957,lol,8,6,0,52
1929,1958,the wedding singer,8,2,0,25
1930,1959,the intouchables,2,10,7,53
1931,1960,up in the air,8,6,0,52
1932,1961,mamma mia!,8,7,0,8
1933,1962,thoroughbreds,8,5,7,78
1934,1963,"three billboards outside ebbing, missouri",8,5,7,78
1935,1964,you've got mail,8,6,0,52
1936,1965,bring it on,8,0,1,70
1937,1966,jaadugar,8,6,13,60
1938,1967,risky business,8,5,7,78
1939,1968,the spectacular now,8,6,0,52
1940,1969,love &amp; other drugs,8,6,0,52
1941,1970,palm springs,8,12,3,176
1942,1971,when harry met sally...,8,6,0,52
1943,1972,janhit mein jaari,8,6,0,52
1944,1973,bikini beach,8,2,0,25
1945,1974,notting hill,8,6,0,52
1946,1975,rookie of the year,8,9,13,18
1947,1976,the big sick,8,6,0,52
1948,1977,a través de mi ventana,8,6,0,52
1949,1978,the lobster,8,6,0,52
1950,1979,50 first dates,8,6,0,52
1951,1980,in bruges,8,5,7,78
1952,1981,cool world,12,10,13,142
1953,1982,the dirt,2,10,7,53
1954,1983,(500) days of summer,8,6,0,52
1955,1984,gypsy,2,10,7,53
1956,1985,the princess diaries,8,9,0,61
1957,1986,don jon,8,6,0,52
1958,1987,silver linings playbook,8,6,0,52
1959,1988,love sarah,8,6,0,52
1960,1989,midnight in paris,8,12,0,14
1961,1990,the ballad of buster scruggs,8,6,6,156
1962,1991,cocktail,8,6,0,52
1963,1992,weird science,8,0,15,80
1964,1994,gosford park,8,6,3,157
1965,1995,a boy and his dog,8,6,15,146
1966,1996,swiss army man,8,6,13,60
1967,1997,the graduate,8,6,0,52
1968,1998,peggy sue got married,8,6,13,60
1969,1999,footloose,8,6,2,71
1970,2000,the time traveler's wife,8,6,13,60
1971,2001,rumble,12,10,9,45
1972,2002,to all the boys i've loved before,8,6,0,52
1973,2004,rock of ages,8,6,6,156
1974,2005,yesterday,8,12,2,176
1975,2006,fighting with my family,2,10,7,53
1976,2007,i love you,8,6,0,52
1977,2008,sorry to bother you,8,6,13,60
1978,2009,forgetting sarah marshall,8,6,0,52
1979,2010,the favourite,2,10,7,53
1980,2011,mamma mia! here we go again,8,7,0,8
1981,2012,striptease,8,5,7,78
1982,2013,sleepless in seattle,8,6,0,52
1983,2014,sotto il sole di amalfi,8,6,0,52
1984,2015,mary poppins,8,9,13,18
1985,2016,breakfast at tiffany's,8,6,0,52
1986,2017,varsity blues,8,6,0,52
1987,2018,pretty in pink,8,6,0,52
1988,2019,the proposal,8,6,0,52
1989,2020,moonrise kingdom,8,6,0,52
1990,2021,i care a lot,8,5,7,78
1991,2022,cats,8,6,9,91
1992,2023,big,8,6,13,60
1993,2024,empire records,8,6,2,71
1994,2025,say anything...,8,6,0,52
1995,2026,colossal,8,6,13,60
1996,2027,"i, tonya",2,10,7,53
1997,2028,cashback,8,6,0,52
1998,2029,groundhog day,8,6,13,60
1999,2030,13 going on 30,8,12,0,14
2000,2031,zola,8,5,7,78
2001,2032,the little rascals,8,9,0,61
2002,2033,this is 40,8,6,0,52
2003,2034,coyote ugly,8,6,2,71
2004,2035,sex and the city 2,8,6,0,52
2005,2036,she's the man,8,0,1,70
2006,2037,my girl,8,6,9,91
2007,2038,casper,8,9,13,18
2008,2039,some like it hot,8,2,0,25
2009,2040,teen wolf,8,12,0,14
2010,2041,the disaster artist,2,10,7,53
2011,2042,am i ok?,8,6,0,52
2012,2043,the in crowd,8,6,14,175
2013,2044,shallow hal,8,6,13,60
2014,2045,emergency,8,6,4,194
2015,2046,blackkklansman,2,10,5,97
2016,2047,chicago,8,5,6,78
2017,2048,easy a,8,6,0,52
2018,2049,blast from the past,8,6,0,52
2019,2050,hairspray,8,6,6,156
2020,2051,mystic pizza,8,6,0,52
2021,2052,focus,8,5,7,78
2022,2054,now and then,8,6,0,52
2023,2055,as good as it gets,8,6,0,52
2024,2056,annie,8,6,9,91
2025,2057,the talk of the town,8,6,0,52
2026,2058,kiss kiss bang bang,8,5,3,23
2027,2059,working girl,8,6,0,52
2028,2060,ich bin dein mensch,8,6,0,52
2029,2061,funny girl,2,10,7,53
2030,2062,earth girls are easy,8,7,0,8
2031,2063,m*a*s*h,8,6,12,60
2032,2064,begin again,8,6,2,71
2033,2065,the sting,8,5,7,78
2034,2066,the duke,2,10,7,53
2035,2067,practical magic,8,6,13,60
2036,2068,relatos salvajes,8,6,4,194
2037,2069,something's gotta give,8,6,0,52
2038,2070,four weddings and a funeral,8,6,0,52
2039,2071,magic mike xxl,8,6,2,71
2040,2072,my big fat greek wedding,8,6,0,52
2041,2073,out of sight,8,5,7,78
2042,2074,top secret!,8,5,2,191
2043,2075,punch-drunk love,8,6,0,52
2044,2076,tonari no totoro,12,10,9,45
2045,2077,being john malkovich,8,6,13,60
2046,2078,wild at heart,8,5,7,78
2047,2079,the life and times of judge roy bean,8,6,0,52
2048,2080,real genius,8,0,15,80
2049,2081,sister act,8,9,2,182
2050,2082,click,8,6,13,60
2051,2083,the death of stalin,8,6,14,175
2052,2084,high fidelity,8,6,2,71
2053,2085,ocean's eleven,8,5,2,191
2054,2086,"love, simon",8,6,0,52
2055,2087,tootsie,8,6,0,52
2056,2088,bull durham,8,0,1,70
2057,2089,the flintstones,8,9,13,18
2058,2090,burn after reading,8,5,7,78
2059,2091,diet of sex,8,6,0,52
2060,2092,little giants,8,9,1,61
2061,2093,sideways,8,6,0,52
2062,2094,grumpy old men,8,6,0,52
2063,2095,2 days in the valley,8,5,4,23
2064,2096,singin' in the rain,8,7,0,8
2065,2097,sister act 2: back in the habit,8,9,2,182
2066,2098,how do you know,8,6,0,52
2067,2099,can't buy me love,8,6,0,52
2068,2100,a cinderella story,8,9,0,61
2069,2101,shirley valentine,8,6,0,52
2070,2102,pleasantville,8,6,13,60
2071,2103,mannequin,8,12,0,14
2072,2104,the house,12,10,7,68
2073,2105,inherent vice,8,5,7,78
2074,2106,13: the musical,8,6,9,91
2075,2107,chung hing sam lam,8,5,7,78
2076,2108,pride,2,10,7,53
2077,2109,queen bees,8,6,0,52
2078,2111,but i'm a cheerleader,8,6,0,52
2079,2112,ella enchanted,8,9,13,18
2080,2113,sleepover,8,9,0,61
2081,2114,freaky friday,8,9,13,18
2082,2115,tully,8,6,3,157
2083,2116,bottle rocket,8,5,7,78
2084,2117,sabrina,8,6,0,52
2085,2118,beyond the valley of the dolls,8,6,2,71
2086,2119,17 again,8,6,13,60
2087,2120,ever after,8,6,0,52
2088,2122,nacho libre,8,9,1,61
2089,2123,short circuit,8,9,15,154
2090,2124,grease 2,8,2,6,145
2091,2125,just like heaven,8,6,13,60
2092,2126,weird: the al yankovic story,2,10,2,152
2093,2127,the mighty ducks,8,6,9,91
2094,2128,beaches,8,6,2,71
2095,2129,scenes of a sexual nature,8,6,0,52
2096,2130,cocoon,8,6,15,146
